timestamp,user,location,component,pid,content,eventid,label
1708020143,intruder,webserver,kernel,6944.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1708401669,guest,app,service,998.0,file downloaded from suspicious domain,ENG,NORMAL
1719402127,service,app,scheduler,5746.0,file downloaded from suspicious domain,ENG,NORMAL
1712551877,unknown,app,scheduler,6475.0,password change requested,ENG,NORMAL
1707679080,service,app,scheduler,579.0,suspicious activity observed for user john,ENG,NORMAL
1722253571,intruder,dmz,postfix,2937.0,SQL injection attempt detected: ' OR 1=1 -- on /login.php,ANOM,ANOMALY
1131566598,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B5] datasource,E32,NORMAL
1733316123,admin,dn73,sshd,5205.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1725182705,-,webserver,nginx,3134.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1713043242,svc,webserver,sshd,765.0,session opened for user root by (uid=0),AUTH,NORMAL
1711798766,-,webserver,nginx,4106.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131566731,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,NORMAL
1723177097,-,webserver,nginx,1029.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1131566917,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1719449995,-,webserver,nginx,2243.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1731432056,-,webserver,nginx,4383.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1131567205,bn879,bn879/bn879,ntpd,24606.0,"synchronized to 10.100.20.250, stratum 3",E125,NORMAL
1131567052,#8#,#8#/#8#,sshd2,4769.0,Now running on #29#'s privileges.,E78,NORMAL
1722339074,-,webserver,nginx,3077.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1713364858,service,app,scheduler,333.0,suspicious activity observed for user john,ENG,NORMAL
1705333887,attacker,internet,sshd,3369.0,Privilege escalation attempt using sudo exploit,ANOM,ANOMALY
1717359740,root,dn228,sshd,5156.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1728102007,user1,dn73,sshd,5505.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1131566652,bn263,bn263/bn263,ntpd,23720.0,"synchronized to 10.100.16.250, stratum 3",E125,NORMAL
1725869634,admin,dn73,sshd,3968.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1730421973,admin,app,scheduler,1000.0,file downloaded from suspicious domain,ENG,NORMAL
1722303228,root,dmz,kernel,1865.0,SQL injection attempt detected: ' OR 1=1 -- on /login.php,ANOM,ANOMALY
1715566568,-,webserver,nginx,3320.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131566644,cn779,cn779/cn779,ntpd,28009.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1734356989,attacker,webserver,postfix,1617.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1131566516,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,NORMAL
1704906273,-,webserver,nginx,2022.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131566479,#8#,#8#/#8#,sshd,19023.0,connection lost: 'Connection closed.',E30,NORMAL
1131567301,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B8] datasource,E32,NORMAL
1733978800,unknown,app,service,4445.0,multiple failed login attempts detected,ENG,NORMAL
1730685621,root,dn228,sshd,1114.0,session opened for user root by (uid=0),AUTH,NORMAL
1131567132,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,NORMAL
1715678651,svc,dn228,sshd,4394.0,Accepted password for user1 from 10.0.0.5 port 53422 ssh2,AUTH,NORMAL
1706208880,admin,dn3,sshd,3616.0,session opened for user root by (uid=0),AUTH,NORMAL
1131566540,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1717403494,guest,app,app,4211.0,file downloaded from suspicious domain,ENG,NORMAL
1131566461,dn228,dn228/dn228,crond(pam_unix),2915.0,session closed for user root,E117,NORMAL
1735505786,-,webserver,nginx,2178.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1724163992,-,webserver,nginx,4817.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1131566526,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,NORMAL
1131566525,aadmin3,src@aadmin3,dhcpd,,DHCPDISCOVER from 00:11:43:e3:ba:c3 via eth1: network A_net: no free leases,E37,NORMAL
1131567060,tbird-admin1,local@tbird-admin1,xinetd,1798.0,Reading included configuration file: /etc/xinetd.d/kshell [file=/etc/xinetd.d/kshell] [line=13],E97,NORMAL
1721196952,guest,app,scheduler,6965.0,multiple failed login attempts detected,ENG,NORMAL
1709122477,user1,dn73,sshd,4721.0,session opened for user root by (uid=0),AUTH,NORMAL
1734417909,svc,webserver,sshd,5514.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1131567296,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1722278830,root,dbserver,app,2975.0,Malware signature matched in /tmp/malicious.bin,ANOM,ANOMALY
1131566851,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,NORMAL
1732964875,svc,dn73,sshd,1698.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1719603630,user1,webserver,sshd,1755.0,authentication failure; logname= uid=0 euid=0 tty=ssh ruser= rhost=192.168.1.10,AUTH,NORMAL
1131566503,aadmin3,src@aadmin3,dhcpd,,DHCPREQUEST for 10.100.4.251 (10.100.0.250) from 00:11:43:e3:ba:c3 via eth1: unknown lease 10.100.4.251.,E40,NORMAL
1714439434,intruder,dmz,postfix,132.0,Remote code execution attempt on port 8080,ANOM,ANOMALY
1131567059,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,NORMAL
1714165753,attacker,webserver,kernel,3922.0,SQL injection attempt detected: ' OR 1=1 -- on /login.php,ANOM,ANOMALY
1735413454,-,webserver,nginx,2482.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1708772426,admin,app,scheduler,2399.0,user logout completed,ENG,NORMAL
1131566714,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A2] datasource,E32,NORMAL
1131566769,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A5] datasource,E32,NORMAL
1715383373,admin,app,app,1891.0,password change requested,ENG,NORMAL
1131566556,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A8] datasource,E32,NORMAL
1729459291,guest,app,service,6533.0,file downloaded from suspicious domain,ENG,NORMAL
1717676429,service,app,service,599.0,background job executed successfully,ENG,NORMAL
1704595141,-,webserver,nginx,1285.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1131567001,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,NORMAL
1725895370,-,webserver,nginx,2653.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1731754153,user1,webserver,sshd,832.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1131566631,cn908,cn908/cn908,ntpd,28064.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1131566467,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,NORMAL
1131567306,en14,en14/en14,smartd,1971.0,"Device: /dev/sda, Temperature changed -2 Celsius to 26 Celsius since last report",E34,NORMAL
1131567324,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,NORMAL
1131566866,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,NORMAL
1131567095,cadmin1,src@cadmin1,sendmail,22479.0,"jA9JBXgf022479: to=root, ctladdr=root (0/0), delay=00:00:02, xdelay=00:00:00, mailer=relay, pri=1624553, relay=[127.0.0.1] [127.0.0.1], dsn=4.0.0, stat=Deferred: Connection refused by [127.0.0.1]",E16,NORMAL
1131567096,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_C8] datasource,E32,NORMAL
1735367495,-,webserver,nginx,2970.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1131566852,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,NORMAL
1131567323,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_A4] datasource,E32,NORMAL
1724820376,-,webserver,nginx,3005.0,"198.51.100.7 - - [21/Jan/2025:10:25:30 +0000] ""POST /upload HTTP/1.1"" 200 4096",WEB,NORMAL
1719709921,-,webserver,nginx,4408.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1724343342,guest,app,cron,4624.0,suspicious activity observed for user john,ENG,NORMAL
1707664618,root,dbserver,kernel,1487.0,Critical data corruption on block device,ANOM,ANOMALY
1131567245,cn290,cn290/cn290,ntpd,23984.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1131566794,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B4] datasource,E32,NORMAL
1131566902,cn936,cn936/cn936,ntpd,29168.0,"synchronized to 10.100.20.250, stratum 3",E125,NORMAL
1131566840,cn211,cn211/cn211,ntpd,20018.0,"synchronized to 10.100.20.250, stratum 3",E125,NORMAL
1706216604,admin,app,scheduler,3656.0,user logout completed,ENG,NORMAL
1723912795,root,dn3,sshd,260.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
1131567095,cadmin1,src@cadmin1,sendmail,22479.0,"jA9JBXgf022479: from=root, size=1594553, class=0, nrcpts=1, msgid=<200511091911.jA9JBXgf022479@cadmin1>, relay=#7#@localhost",E15,NORMAL
1722021393,svc,dn3,sshd,4300.0,session opened for user root by (uid=0),AUTH,NORMAL
1734794262,svc,dn228,sshd,669.0,session opened for user root by (uid=0),AUTH,NORMAL
1725203519,guest,app,app,1505.0,suspicious activity observed for user john,ENG,NORMAL
1131566600,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1455]: No topology change,E6,NORMAL
1713069009,-,webserver,nginx,1308.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1726650254,-,webserver,nginx,3227.0,"10.0.0.5 - - [21/Jan/2025:10:23:14 +0000] ""GET /api/data HTTP/1.1"" 200 2048",WEB,NORMAL
1723053347,service,app,scheduler,5423.0,password change requested,ENG,NORMAL
1131567054,tbird-admin1,local@tbird-admin1,gmetad,,Warning: we failed to resolve data source name cn270 cn271 cn272 cn273 cn274 cn275 cn276 cn277 cn278 cn279 cn280 cn281 cn282 cn283 cn284 cn285 cn286 cn287 cn288 cn289 cn290 cn291 cn292 cn293 cn294 cn295 cn296 cn297 cn298 cn299 cn300 cn301 cn302 cn303 cn304 cn305 cn306 cn307 cn308 cn309 cn310 cn311 cn312 cn313 cn314 cn315 cn316 cn317 cn318 cn319 cn320 cn321 cn322 cn323 cn324 cn325 cn326 cn327 cn328 cn329 cn330 cn331 cn332 cn333 cn334 cn335 cn336 cn337 cn338 cn339 cn340 cn341 cn342 cn343 cn344 cn345 cn346 cn347 cn348 cn349 cn350 cn351 cn352 cn353 cn354 cn355 cn356 cn357 cn358 cn359 cn360 cn361 cn362 cn363 cn364 cn365 cn366 cn367 cn368 cn369 cn370 cn371 cn372 cn373 cn374 cn375 cn376 cn377 cn378 cn379 cn380 cn381 cn382 cn383 cn384,E146,NORMAL
1716693217,unknown,app,scheduler,8834.0,suspicious activity observed for user john,ENG,NORMAL
1131566750,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1831]: ********************** NEW SWEEP ********************,E8,NORMAL
1725902456,-,webserver,nginx,4867.0,"203.0.113.5 - - [21/Jan/2025:10:24:20 +0000] ""GET /admin HTTP/1.1"" 404 128",WEB,NORMAL
1131567053,tbird-admin1,local@tbird-admin1,gmetad,,Warning: we failed to resolve data source name an910 an911 an912 an913 an914 an915 an916 an917 an918 an919 an920 an921 an922 an923 an924 an925 an926 an927 an928 an929 an930 an931 an932 an933 an934 an935 an936 an937 an938 an939 an940 an941 an942 an943 an944 an945 an946 an947 an948 an949 an950 an951 an952 an953 an954 an955 an956 an957 an958 an959 an960 an961 an962 an963 an964 an965 an966 an967 an968 an969 an970 an971 an972 an973 an974 an975 an976 an977 an978 an979 an980 an981 an982 an983 an984 an985 an986 an987 an988 an989 an990 an991 an992 an993 an994 an995 an996 an997 an998 an999 an1000 an1001 an1002 an1003 an1004 an1005 an1006 an1007 an1008 an1009 an1010 an1011 an1012 an1013 an1014 an1015 an1016 an1017 an1018 an1019 an1020 an1021 an1022 an1023 an1024,E146,NORMAL
1131566547,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_B2] datasource,E32,NORMAL
1706725677,admin,webserver,sshd,5396.0,sudo: pam_unix(sudo:session): session opened for user root by user(uid=0),AUTH,NORMAL
1131566942,tbird-admin1,local@tbird-admin1,/apps/x86_64/system/ganglia-3.0.1/sbin/gmetad,1682.0,data_thread() got not answer from any [Thunderbird_D8] datasource,E32,NORMAL
1131566821,cn681,cn681/cn681,ntpd,18283.0,"synchronized to 10.100.18.250, stratum 3",E125,NORMAL
1731476924,attacker,internet,app,7900.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1715668671,unknown,app,scheduler,5920.0,suspicious activity observed for user john,ENG,NORMAL
1718509349,service,app,scheduler,6193.0,file downloaded from suspicious domain,ENG,NORMAL
1728869302,unknown,app,scheduler,9004.0,configuration updated by admin,ENG,NORMAL
1719521478,admin,app,scheduler,2528.0,password change requested,ENG,NORMAL
1708490734,unknown,app,service,8935.0,password change requested,ENG,NORMAL
1729167511,root,dbserver,nginx,6514.0,Multiple failed logins from 192.168.1.100: possible brute force,ANOM,ANOMALY
1729270499,admin,dn228,sshd,451.0,session opened for user root by (uid=0),AUTH,NORMAL
1731390433,-,webserver,nginx,3034.0,"192.168.1.10 - - [21/Jan/2025:10:22:11 +0000] ""POST /login HTTP/1.1"" 401 512",WEB,NORMAL
1131567286,tbird-sm1,src@tbird-sm1,ib_sm.x,24904.0,[ib_sm_sweep.c:1482]: No configuration change required,E7,NORMAL
1712146168,user1,dn73,sshd,5606.0,Failed password for invalid user admin from 192.168.1.10 port 22 ssh2,AUTH,NORMAL
